cruise,time,latitude,longitude,line,station,scientific_name,larvae_10m2
,UTC,degrees_north,degrees_east,,,,Larvae 10/M^2
196407,1964-07-10T21:21:00Z,31.436666,-121.975,90.0,90.0,Melamphaes,3.33
196407,1964-07-10T21:21:00Z,31.436666,-121.975,90.0,90.0,Sebastes,3.33
196407,1964-07-10T21:21:00Z,31.436666,-121.975,90.0,90.0,Teleostei,6.66
196407,1964-07-10T21:21:00Z,31.436666,-121.975,90.0,90.0,Vinciguerria lucetia,3.33
196501,1965-01-26T01:16:00Z,31.4,-121.98333,90.0,90.0,Citharichthys sordidus,3.0
196501,1965-01-26T01:16:00Z,31.4,-121.98333,90.0,90.0,Sebastes paucispinis,9.0
196501,1965-01-26T01:16:00Z,31.4,-121.98333,90.0,90.0,Stenobrachius leucopsarus,9.0
196501,1965-01-26T01:16:00Z,31.4,-121.98333,90.0,90.0,Tarletonbeania crenularis,3.0
196504,1965-04-03T15:11:00Z,31.433332,-121.98333,90.0,90.0,Bathylagoides wesethi,19.2
196504,1965-04-03T15:11:00Z,31.433332,-121.98333,90.0,90.0,Cyclothone,3.2
196504,1965-04-03T15:11:00Z,31.433332,-121.98333,90.0,90.0,Engraulis mordax,6.4
196504,1965-04-03T15:11:00Z,31.433332,-121.98333,90.0,90.0,Lampanyctus ritteri,28.8
196504,1965-04-03T15:11:00Z,31.433332,-121.98333,90.0,90.0,Lestidiops ringens,6.4
196504,1965-04-03T15:11:00Z,31.433332,-121.98333,90.0,90.0,Leuroglossus stilbius,3.2
196504,1965-04-03T15:11:00Z,31.433332,-121.98333,90.0,90.0,Merluccius productus,9.6
196504,1965-04-03T15:11:00Z,31.433332,-121.98333,90.0,90.0,Myctophidae,9.6
196504,1965-04-03T15:11:00Z,31.433332,-121.98333,90.0,90.0,Stenobrachius leucopsarus,9.6
196504,1965-04-03T15:11:00Z,31.433332,-121.98333,90.0,90.0,Symbolophorus californiensis,3.2
196504,1965-04-03T15:11:00Z,31.433332,-121.98333,90.0,90.0,Teleostei,16.0
196504,1965-04-03T15:11:00Z,31.433332,-121.98333,90.0,90.0,Trachurus symmetricus,44.8
196507,1965-07-24T04:31:00Z,31.4,-122.01833,90.0,90.0,Bathylagoides wesethi,2.32
196507,1965-07-24T04:31:00Z,31.4,-122.01833,90.0,90.0,Ceratoscopelus townsendi,2.32
196507,1965-07-24T04:31:00Z,31.4,-122.01833,90.0,90.0,Cyclothone signata,18.56
196507,1965-07-24T04:31:00Z,31.4,-122.01833,90.0,90.0,Idiacanthus antrostomus,2.32
196507,1965-07-24T04:31:00Z,31.4,-122.01833,90.0,90.0,Lampanyctus ritteri,11.6
196507,1965-07-24T04:31:00Z,31.4,-122.01833,90.0,90.0,Symbolophorus californiensis,2.32
196507,1965-07-24T04:31:00Z,31.4,-122.01833,90.0,90.0,Tarletonbeania crenularis,2.32
196507,1965-07-24T04:31:00Z,31.4,-122.01833,90.0,90.0,Triphoturus mexicanus,37.12
196507,1965-07-24T04:31:00Z,31.4,-122.01833,90.0,90.0,Vinciguerria lucetia,6.96
196509,1965-09-04T06:16:00Z,31.4,-122.01666,90.0,90.0,Bathylagoides wesethi,12.32
196509,1965-09-04T06:16:00Z,31.4,-122.01666,90.0,90.0,Ceratoscopelus townsendi,24.64
196509,1965-09-04T06:16:00Z,31.4,-122.01666,90.0,90.0,Citharichthys stigmaeus,3.08
196509,1965-09-04T06:16:00Z,31.4,-122.01666,90.0,90.0,Cyclothone signata,21.56
196509,1965-09-04T06:16:00Z,31.4,-122.01666,90.0,90.0,Diaphus,3.08
196509,1965-09-04T06:16:00Z,31.4,-122.01666,90.0,90.0,Diogenichthys atlanticus,3.08
196509,1965-09-04T06:16:00Z,31.4,-122.01666,90.0,90.0,Idiacanthus antrostomus,9.24
196509,1965-09-04T06:16:00Z,31.4,-122.01666,90.0,90.0,Lampanyctus ritteri,12.32
196509,1965-09-04T06:16:00Z,31.4,-122.01666,90.0,90.0,Melamphaes,3.08
196509,1965-09-04T06:16:00Z,31.4,-122.01666,90.0,90.0,Myctophidae,3.08
196509,1965-09-04T06:16:00Z,31.4,-122.01666,90.0,90.0,Protomyctophum crockeri,9.24
196509,1965-09-04T06:16:00Z,31.4,-122.01666,90.0,90.0,Sternoptychidae,3.08
196509,1965-09-04T06:16:00Z,31.4,-122.01666,90.0,90.0,Symbolophorus californiensis,9.24
196509,1965-09-04T06:16:00Z,31.4,-122.01666,90.0,90.0,Tactostoma macropus,3.08
196509,1965-09-04T06:16:00Z,31.4,-122.01666,90.0,90.0,Tetragonurus cuvieri,24.64
196509,1965-09-04T06:16:00Z,31.4,-122.01666,90.0,90.0,Triphoturus mexicanus,12.32
196509,1965-09-04T06:16:00Z,31.4,-122.01666,90.0,90.0,Vinciguerria lucetia,46.2
196602,1966-02-20T02:16:00Z,31.391666,-122.03333,90.0,90.0,Diogenichthys atlanticus,3.22
196602,1966-02-20T02:16:00Z,31.391666,-122.03333,90.0,90.0,Engraulis mordax,3.22
196602,1966-02-20T02:16:00Z,31.391666,-122.03333,90.0,90.0,Lampanyctus ritteri,3.22
196602,1966-02-20T02:16:00Z,31.391666,-122.03333,90.0,90.0,Stomias atriventer,6.44
196602,1966-02-20T02:16:00Z,31.391666,-122.03333,90.0,90.0,Trachurus symmetricus,109.48
196604,1966-03-31T13:45:00Z,31.433332,-121.96667,90.0,90.0,Arctozenus risso,2.46
196604,1966-03-31T13:45:00Z,31.433332,-121.96667,90.0,90.0,Cyclothone,2.46
196604,1966-03-31T13:45:00Z,31.433332,-121.96667,90.0,90.0,Cyclothone signata,12.3
196604,1966-03-31T13:45:00Z,31.433332,-121.96667,90.0,90.0,Diogenichthys,4.92
196604,1966-03-31T13:45:00Z,31.433332,-121.96667,90.0,90.0,Diogenichthys atlanticus,9.84
196604,1966-03-31T13:45:00Z,31.433332,-121.96667,90.0,90.0,Engraulis mordax,2.46
196604,1966-03-31T13:45:00Z,31.433332,-121.96667,90.0,90.0,Icichthys lockingtoni,4.92
196604,1966-03-31T13:45:00Z,31.433332,-121.96667,90.0,90.0,Lampanyctus hawaiiensis,2.46
196604,1966-03-31T13:45:00Z,31.433332,-121.96667,90.0,90.0,Lampanyctus ritteri,9.84
196604,1966-03-31T13:45:00Z,31.433332,-121.96667,90.0,90.0,Melamphaes,2.46
196604,1966-03-31T13:45:00Z,31.433332,-121.96667,90.0,90.0,Merluccius productus,49.2
196604,1966-03-31T13:45:00Z,31.433332,-121.96667,90.0,90.0,Myctophidae,4.92
196604,1966-03-31T13:45:00Z,31.433332,-121.96667,90.0,90.0,Nansenia candida,2.46
196604,1966-03-31T13:45:00Z,31.433332,-121.96667,90.0,90.0,Notoscopelus resplendens,4.92
196604,1966-03-31T13:45:00Z,31.433332,-121.96667,90.0,90.0,Poromitra crassiceps,2.46
196604,1966-03-31T13:45:00Z,31.433332,-121.96667,90.0,90.0,Protomyctophum crockeri,2.46
196604,1966-03-31T13:45:00Z,31.433332,-121.96667,90.0,90.0,Scopelosaurus,7.38
196604,1966-03-31T13:45:00Z,31.433332,-121.96667,90.0,90.0,Symbolophorus californiensis,41.82
196604,1966-03-31T13:45:00Z,31.433332,-121.96667,90.0,90.0,Trachurus symmetricus,12.3
196605,1966-05-11T09:51:00Z,31.441666,-122.05,90.0,90.0,Chauliodus macouni,10.02
196605,1966-05-11T09:51:00Z,31.441666,-122.05,90.0,90.0,Diogenichthys atlanticus,3.34
196605,1966-05-11T09:51:00Z,31.441666,-122.05,90.0,90.0,Lampanyctus ritteri,30.06
196605,1966-05-11T09:51:00Z,31.441666,-122.05,90.0,90.0,Lestidiops ringens,3.34
196605,1966-05-11T09:51:00Z,31.441666,-122.05,90.0,90.0,Leuroglossus stilbius,3.34
196605,1966-05-11T09:51:00Z,31.441666,-122.05,90.0,90.0,Lipolagus ochotensis,13.36
196605,1966-05-11T09:51:00Z,31.441666,-122.05,90.0,90.0,Melamphaes,6.68
196605,1966-05-11T09:51:00Z,31.441666,-122.05,90.0,90.0,Merluccius productus,16.7
196605,1966-05-11T09:51:00Z,31.441666,-122.05,90.0,90.0,Nansenia candida,3.34
196605,1966-05-11T09:51:00Z,31.441666,-122.05,90.0,90.0,Poromitra crassiceps,3.34
196605,1966-05-11T09:51:00Z,31.441666,-122.05,90.0,90.0,Protomyctophum crockeri,3.34
196605,1966-05-11T09:51:00Z,31.441666,-122.05,90.0,90.0,Stenobrachius leucopsarus,13.36
196605,1966-05-11T09:51:00Z,31.441666,-122.05,90.0,90.0,Trachurus symmetricus,63.46
196605,1966-05-11T09:51:00Z,31.441666,-122.05,90.0,90.0,Triphoturus mexicanus,6.68
196606,1966-06-22T11:36:00Z,31.4,-122.01666,90.0,90.0,Bathylagoides wesethi,28.9
196606,1966-06-22T11:36:00Z,31.4,-122.01666,90.0,90.0,Chauliodus macouni,2.89
196606,1966-06-22T11:36:00Z,31.4,-122.01666,90.0,90.0,Melamphaes,11.56
196606,1966-06-22T11:36:00Z,31.4,-122.01666,90.0,90.0,Teleostei,5.78
196606,1966-06-22T11:36:00Z,31.4,-122.01666,90.0,90.0,Trachurus symmetricus,26.01
196607,1966-07-23T06:46:00Z,31.4,-122.01666,90.0,90.0,Bathylagoides wesethi,11.92
196607,1966-07-23T06:46:00Z,31.4,-122.01666,90.0,90.0,Ceratoscopelus townsendi,2.98
196607,1966-07-23T06:46:00Z,31.4,-122.01666,90.0,90.0,Chauliodus macouni,2.98
196607,1966-07-23T06:46:00Z,31.4,-122.01666,90.0,90.0,Cyclothone signata,2.98
196607,1966-07-23T06:46:00Z,31.4,-122.01666,90.0,90.0,Lampanyctus,2.98
196607,1966-07-23T06:46:00Z,31.4,-122.01666,90.0,90.0,Melamphaes,5.96
196607,1966-07-23T06:46:00Z,31.4,-122.01666,90.0,90.0,Protomyctophum crockeri,5.96
196607,1966-07-23T06:46:00Z,31.4,-122.01666,90.0,90.0,Symbolophorus californiensis,2.98
196607,1966-07-23T06:46:00Z,31.4,-122.01666,90.0,90.0,Teleostei,2.98
196607,1966-07-23T06:46:00Z,31.4,-122.01666,90.0,90.0,Trachurus symmetricus,32.78
196607,1966-07-23T06:46:00Z,31.4,-122.01666,90.0,90.0,Triphoturus mexicanus,59.6
196607,1966-07-23T06:46:00Z,31.4,-122.01666,90.0,90.0,Vinciguerria lucetia,5.96
196608,1966-08-09T08:11:00Z,31.4,-122.01666,90.0,90.0,Bathylagoides wesethi,40.2
196608,1966-08-09T08:11:00Z,31.4,-122.01666,90.0,90.0,Cyclothone signata,23.45
196608,1966-08-09T08:11:00Z,31.4,-122.01666,90.0,90.0,Diaphus,10.05
196608,1966-08-09T08:11:00Z,31.4,-122.01666,90.0,90.0,Engraulis mordax,3.35
196608,1966-08-09T08:11:00Z,31.4,-122.01666,90.0,90.0,Lampanyctus ritteri,13.4
196608,1966-08-09T08:11:00Z,31.4,-122.01666,90.0,90.0,Lestidiops ringens,10.05
196608,1966-08-09T08:11:00Z,31.4,-122.01666,90.0,90.0,Protomyctophum crockeri,3.35
196608,1966-08-09T08:11:00Z,31.4,-122.01666,90.0,90.0,Symbolophorus californiensis,6.7
196608,1966-08-09T08:11:00Z,31.4,-122.01666,90.0,90.0,Trachurus symmetricus,10.05
196608,1966-08-09T08:11:00Z,31.4,-122.01666,90.0,90.0,Triphoturus mexicanus,30.15
196608,1966-08-09T08:11:00Z,31.4,-122.01666,90.0,90.0,Vinciguerria lucetia,30.15
196609,1966-09-11T10:16:00Z,31.383333,-122.03333,90.0,90.0,Bathylagoides wesethi,12.44
196609,1966-09-11T10:16:00Z,31.383333,-122.03333,90.0,90.0,Citharichthys sordidus,3.11
196609,1966-09-11T10:16:00Z,31.383333,-122.03333,90.0,90.0,Diaphus,6.22
196609,1966-09-11T10:16:00Z,31.383333,-122.03333,90.0,90.0,Diogenichthys atlanticus,6.22
196609,1966-09-11T10:16:00Z,31.383333,-122.03333,90.0,90.0,Idiacanthus antrostomus,3.11
196609,1966-09-11T10:16:00Z,31.383333,-122.03333,90.0,90.0,Lampanyctus ritteri,6.22
196609,1966-09-11T10:16:00Z,31.383333,-122.03333,90.0,90.0,Protomyctophum crockeri,3.11
196609,1966-09-11T10:16:00Z,31.383333,-122.03333,90.0,90.0,Symbolophorus californiensis,3.11
196609,1966-09-11T10:16:00Z,31.383333,-122.03333,90.0,90.0,Teleostei,3.11
196609,1966-09-11T10:16:00Z,31.383333,-122.03333,90.0,90.0,Trachipterus altivelis,3.11
196609,1966-09-11T10:16:00Z,31.383333,-122.03333,90.0,90.0,Trachurus symmetricus,3.11
196609,1966-09-11T10:16:00Z,31.383333,-122.03333,90.0,90.0,Triphoturus mexicanus,9.33
196610,1966-10-09T16:58:00Z,31.35,-122.03333,90.0,90.0,Bathylagoides wesethi,20.37
196610,1966-10-09T16:58:00Z,31.35,-122.03333,90.0,90.0,Ceratoscopelus townsendi,2.91
196610,1966-10-09T16:58:00Z,31.35,-122.03333,90.0,90.0,Cyclothone signata,2.91
196610,1966-10-09T16:58:00Z,31.35,-122.03333,90.0,90.0,Lestidiops ringens,2.91
196610,1966-10-09T16:58:00Z,31.35,-122.03333,90.0,90.0,Melamphaes,2.91
196610,1966-10-09T16:58:00Z,31.35,-122.03333,90.0,90.0,Stenobrachius leucopsarus,2.91
196610,1966-10-09T16:58:00Z,31.35,-122.03333,90.0,90.0,Vinciguerria lucetia,46.56
196612,1966-12-05T22:49:00Z,31.383333,-122.01666,90.0,90.0,Bathylagoides wesethi,3.2
196612,1966-12-05T22:49:00Z,31.383333,-122.01666,90.0,90.0,Lestidiops ringens,3.2
196612,1966-12-05T22:49:00Z,31.383333,-122.01666,90.0,90.0,Myctophidae,3.2
196612,1966-12-05T22:49:00Z,31.383333,-122.01666,90.0,90.0,Protomyctophum crockeri,3.2
196612,1966-12-05T22:49:00Z,31.383333,-122.01666,90.0,90.0,Symbolophorus californiensis,3.2
196612,1966-12-05T22:49:00Z,31.383333,-122.01666,90.0,90.0,Vinciguerria lucetia,6.4
196706,1967-06-28T21:06:00Z,31.401667,-122.03333,90.0,90.0,Bathylagoides wesethi,13.65
196706,1967-06-28T21:06:00Z,31.401667,-122.03333,90.0,90.0,Chauliodus macouni,2.73
196706,1967-06-28T21:06:00Z,31.401667,-122.03333,90.0,90.0,Diaphus,10.92
196706,1967-06-28T21:06:00Z,31.401667,-122.03333,90.0,90.0,Engraulis mordax,27.3
196706,1967-06-28T21:06:00Z,31.401667,-122.03333,90.0,90.0,Icichthys lockingtoni,5.46
196706,1967-06-28T21:06:00Z,31.401667,-122.03333,90.0,90.0,Lampanyctus,2.73
196706,1967-06-28T21:06:00Z,31.401667,-122.03333,90.0,90.0,Melamphaes,2.73
196706,1967-06-28T21:06:00Z,31.401667,-122.03333,90.0,90.0,Oxyjulis californica,2.73
196706,1967-06-28T21:06:00Z,31.401667,-122.03333,90.0,90.0,Protomyctophum crockeri,2.73
196706,1967-06-28T21:06:00Z,31.401667,-122.03333,90.0,90.0,Rhinogobiops nicholsii,2.73
196706,1967-06-28T21:06:00Z,31.401667,-122.03333,90.0,90.0,Sebastes,13.65
196706,1967-06-28T21:06:00Z,31.401667,-122.03333,90.0,90.0,Sebastes diploproa,5.46
196706,1967-06-28T21:06:00Z,31.401667,-122.03333,90.0,90.0,Symbolophorus californiensis,2.73
196706,1967-06-28T21:06:00Z,31.401667,-122.03333,90.0,90.0,Teleostei,2.73
196706,1967-06-28T21:06:00Z,31.401667,-122.03333,90.0,90.0,Trachipterus,2.73
196706,1967-06-28T21:06:00Z,31.401667,-122.03333,90.0,90.0,Trachurus symmetricus,35.49
196706,1967-06-28T21:06:00Z,31.401667,-122.03333,90.0,90.0,Zoarcidae,2.73
196801,1968-01-14T00:46:00Z,31.4,-122.03333,90.0,90.0,Bathylagoides wesethi,2.69
196801,1968-01-14T00:46:00Z,31.4,-122.03333,90.0,90.0,Cyclothone signata,5.38
196801,1968-01-14T00:46:00Z,31.4,-122.03333,90.0,90.0,Lampanyctus ritteri,2.69
196801,1968-01-14T00:46:00Z,31.4,-122.03333,90.0,90.0,Protomyctophum crockeri,5.38
196801,1968-01-14T00:46:00Z,31.4,-122.03333,90.0,90.0,Sternoptychidae,5.38
196801,1968-01-14T00:46:00Z,31.4,-122.03333,90.0,90.0,Symbolophorus californiensis,2.69
196801,1968-01-14T00:46:00Z,31.4,-122.03333,90.0,90.0,Vinciguerria lucetia,40.35
196806,1968-06-12T08:01:00Z,31.416666,-122.0,90.0,90.0,Bathylagoides wesethi,29.43
196806,1968-06-12T08:01:00Z,31.416666,-122.0,90.0,90.0,Diaphus,3.27
196806,1968-06-12T08:01:00Z,31.416666,-122.0,90.0,90.0,Diogenichthys atlanticus,3.27
196806,1968-06-12T08:01:00Z,31.416666,-122.0,90.0,90.0,Diogenichthys laternatus,3.27
196806,1968-06-12T08:01:00Z,31.416666,-122.0,90.0,90.0,Engraulis mordax,9.81
196806,1968-06-12T08:01:00Z,31.416666,-122.0,90.0,90.0,Lipolagus ochotensis,3.27
196806,1968-06-12T08:01:00Z,31.416666,-122.0,90.0,90.0,Myctophidae,3.27
196806,1968-06-12T08:01:00Z,31.416666,-122.0,90.0,90.0,Protomyctophum crockeri,9.81
196806,1968-06-12T08:01:00Z,31.416666,-122.0,90.0,90.0,Sciaenidae,3.27
196806,1968-06-12T08:01:00Z,31.416666,-122.0,90.0,90.0,Tarletonbeania crenularis,3.27
196806,1968-06-12T08:01:00Z,31.416666,-122.0,90.0,90.0,Teleostei,6.54
196806,1968-06-12T08:01:00Z,31.416666,-122.0,90.0,90.0,Trachurus symmetricus,58.86
196806,1968-06-12T08:01:00Z,31.416666,-122.0,90.0,90.0,Triphoturus mexicanus,42.51
196901,1969-01-11T08:45:00Z,31.4,-122.01666,90.0,90.0,Benthalbella dentata,3.18
196901,1969-01-11T08:45:00Z,31.4,-122.01666,90.0,90.0,Citharichthys sordidus,3.18
196901,1969-01-11T08:45:00Z,31.4,-122.01666,90.0,90.0,Cyclothone,3.18
196901,1969-01-11T08:45:00Z,31.4,-122.01666,90.0,90.0,Danaphos oculatus,3.18
196901,1969-01-11T08:45:00Z,31.4,-122.01666,90.0,90.0,Icichthys lockingtoni,3.18
196901,1969-01-11T08:45:00Z,31.4,-122.01666,90.0,90.0,Idiacanthus antrostomus,3.18
196901,1969-01-11T08:45:00Z,31.4,-122.01666,90.0,90.0,Lampanyctus ritteri,31.8
196901,1969-01-11T08:45:00Z,31.4,-122.01666,90.0,90.0,Leuroglossus stilbius,19.08
196901,1969-01-11T08:45:00Z,31.4,-122.01666,90.0,90.0,Lipolagus ochotensis,9.54
196901,1969-01-11T08:45:00Z,31.4,-122.01666,90.0,90.0,Melamphaes lugubris,6.36
196901,1969-01-11T08:45:00Z,31.4,-122.01666,90.0,90.0,Merluccius productus,9.54
196901,1969-01-11T08:45:00Z,31.4,-122.01666,90.0,90.0,Protomyctophum crockeri,12.72
196901,1969-01-11T08:45:00Z,31.4,-122.01666,90.0,90.0,Sebastes,6.36
196901,1969-01-11T08:45:00Z,31.4,-122.01666,90.0,90.0,Stenobrachius leucopsarus,34.98
196901,1969-01-11T08:45:00Z,31.4,-122.01666,90.0,90.0,Symbolophorus californiensis,3.18
196902,1969-02-15T15:52:00Z,31.408333,-122.0,90.0,90.0,Citharichthys stigmaeus,3.24
196902,1969-02-15T15:52:00Z,31.408333,-122.0,90.0,90.0,Engraulis mordax,3.24
196902,1969-02-15T15:52:00Z,31.408333,-122.0,90.0,90.0,Lampanyctus,3.24
196902,1969-02-15T15:52:00Z,31.408333,-122.0,90.0,90.0,Merluccius productus,3.24
196902,1969-02-15T15:52:00Z,31.408333,-122.0,90.0,90.0,Sebastes paucispinis,3.24
196902,1969-02-15T15:52:00Z,31.408333,-122.0,90.0,90.0,Stenobrachius leucopsarus,6.48
196904,1969-04-08T14:25:00Z,31.4,-122.0,90.0,90.0,Bathylagoides wesethi,18.78
196904,1969-04-08T14:25:00Z,31.4,-122.0,90.0,90.0,Bathylagus,3.13
196904,1969-04-08T14:25:00Z,31.4,-122.0,90.0,90.0,Cyclothone,3.13
196904,1969-04-08T14:25:00Z,31.4,-122.0,90.0,90.0,Lampanyctus,9.39
196904,1969-04-08T14:25:00Z,31.4,-122.0,90.0,90.0,Leuroglossus stilbius,6.26
196904,1969-04-08T14:25:00Z,31.4,-122.0,90.0,90.0,Melamphaes lugubris,6.26
196904,1969-04-08T14:25:00Z,31.4,-122.0,90.0,90.0,Nansenia candida,3.13
196904,1969-04-08T14:25:00Z,31.4,-122.0,90.0,90.0,Stenobrachius leucopsarus,6.26
196904,1969-04-08T14:25:00Z,31.4,-122.0,90.0,90.0,Sternoptychidae,3.13
196904,1969-04-08T14:25:00Z,31.4,-122.0,90.0,90.0,Stomias atriventer,3.13
196904,1969-04-08T14:25:00Z,31.4,-122.0,90.0,90.0,Teleostei,12.52
196904,1969-04-08T14:25:00Z,31.4,-122.0,90.0,90.0,Trachurus symmetricus,18.78
196905,1969-05-08T20:41:00Z,31.4,-122.01666,90.0,90.0,Lampanyctus,3.1
196905,1969-05-08T20:41:00Z,31.4,-122.01666,90.0,90.0,Leuroglossus stilbius,15.5
196905,1969-05-08T20:41:00Z,31.4,-122.01666,90.0,90.0,Melamphaes lugubris,3.1
196905,1969-05-08T20:41:00Z,31.4,-122.01666,90.0,90.0,Melamphaes parvus,3.1
196905,1969-05-08T20:41:00Z,31.4,-122.01666,90.0,90.0,Protomyctophum crockeri,3.1
196905,1969-05-08T20:41:00Z,31.4,-122.01666,90.0,90.0,Sebastolobus,3.1
196905,1969-05-08T20:41:00Z,31.4,-122.01666,90.0,90.0,Trachurus symmetricus,213.9
196907,1969-07-15T05:55:00Z,31.4,-122.01666,90.0,90.0,Bathylagoides wesethi,148.5
196907,1969-07-15T05:55:00Z,31.4,-122.01666,90.0,90.0,Bathylagus,2.97
196907,1969-07-15T05:55:00Z,31.4,-122.01666,90.0,90.0,Benthalbella dentata,2.97
196907,1969-07-15T05:55:00Z,31.4,-122.01666,90.0,90.0,Ceratoscopelus townsendi,2.97
196907,1969-07-15T05:55:00Z,31.4,-122.01666,90.0,90.0,Cyclothone signata,5.94
196907,1969-07-15T05:55:00Z,31.4,-122.01666,90.0,90.0,Diaphus,2.97
196907,1969-07-15T05:55:00Z,31.4,-122.01666,90.0,90.0,Lampanyctus,2.97
196907,1969-07-15T05:55:00Z,31.4,-122.01666,90.0,90.0,Lampanyctus ritteri,41.58
196907,1969-07-15T05:55:00Z,31.4,-122.01666,90.0,90.0,Lestidiops ringens,5.94
196907,1969-07-15T05:55:00Z,31.4,-122.01666,90.0,90.0,Melamphaes lugubris,17.82
196907,1969-07-15T05:55:00Z,31.4,-122.01666,90.0,90.0,Myctophidae,2.97
196907,1969-07-15T05:55:00Z,31.4,-122.01666,90.0,90.0,Protomyctophum crockeri,8.91
196907,1969-07-15T05:55:00Z,31.4,-122.01666,90.0,90.0,Scopelosaurus,2.97
196907,1969-07-15T05:55:00Z,31.4,-122.01666,90.0,90.0,Symbolophorus californiensis,2.97
196907,1969-07-15T05:55:00Z,31.4,-122.01666,90.0,90.0,Triphoturus mexicanus,29.7
196907,1969-07-15T05:55:00Z,31.4,-122.01666,90.0,90.0,Vinciguerria lucetia,17.82
196908,1969-09-07T00:10:00Z,31.4,-122.01666,90.0,90.0,Bathylagoides wesethi,20.37
196908,1969-09-07T00:10:00Z,31.4,-122.01666,90.0,90.0,Cyclothone signata,5.82
196908,1969-09-07T00:10:00Z,31.4,-122.01666,90.0,90.0,Diogenichthys atlanticus,8.73
196908,1969-09-07T00:10:00Z,31.4,-122.01666,90.0,90.0,Idiacanthus antrostomus,23.28
196908,1969-09-07T00:10:00Z,31.4,-122.01666,90.0,90.0,Lampanyctus,2.91
196908,1969-09-07T00:10:00Z,31.4,-122.01666,90.0,90.0,Melamphaes lugubris,5.82
196908,1969-09-07T00:10:00Z,31.4,-122.01666,90.0,90.0,Protomyctophum crockeri,2.91
196908,1969-09-07T00:10:00Z,31.4,-122.01666,90.0,90.0,Sternoptychidae,5.82
196908,1969-09-07T00:10:00Z,31.4,-122.01666,90.0,90.0,Triphoturus mexicanus,8.73
196908,1969-09-07T00:10:00Z,31.4,-122.01666,90.0,90.0,Vinciguerria lucetia,72.75
196910,1969-10-28T04:31:00Z,31.4,-122.01666,90.0,90.0,Arctozenus risso,3.18
196910,1969-10-28T04:31:00Z,31.4,-122.01666,90.0,90.0,Bathylagoides wesethi,34.98
196910,1969-10-28T04:31:00Z,31.4,-122.01666,90.0,90.0,Ceratoscopelus townsendi,25.44
196910,1969-10-28T04:31:00Z,31.4,-122.01666,90.0,90.0,Cyclothone,31.8
196910,1969-10-28T04:31:00Z,31.4,-122.01666,90.0,90.0,Diaphus,3.18
196910,1969-10-28T04:31:00Z,31.4,-122.01666,90.0,90.0,Diogenichthys atlanticus,66.78
196910,1969-10-28T04:31:00Z,31.4,-122.01666,90.0,90.0,Gonostomatidae,15.9
196910,1969-10-28T04:31:00Z,31.4,-122.01666,90.0,90.0,Idiacanthus antrostomus,15.9
196910,1969-10-28T04:31:00Z,31.4,-122.01666,90.0,90.0,Lampanyctus ritteri,3.18
196910,1969-10-28T04:31:00Z,31.4,-122.01666,90.0,90.0,Loweina rara,3.18
196910,1969-10-28T04:31:00Z,31.4,-122.01666,90.0,90.0,Melamphaes,15.9
196910,1969-10-28T04:31:00Z,31.4,-122.01666,90.0,90.0,Myctophidae,6.36
196910,1969-10-28T04:31:00Z,31.4,-122.01666,90.0,90.0,Myctophum nitidulum,3.18
196910,1969-10-28T04:31:00Z,31.4,-122.01666,90.0,90.0,Notolychnus valdiviae,3.18
196910,1969-10-28T04:31:00Z,31.4,-122.01666,90.0,90.0,Protomyctophum crockeri,3.18
196910,1969-10-28T04:31:00Z,31.4,-122.01666,90.0,90.0,Scopeloberyx robustus,3.18
196910,1969-10-28T04:31:00Z,31.4,-122.01666,90.0,90.0,Sternoptychidae,12.72
196910,1969-10-28T04:31:00Z,31.4,-122.01666,90.0,90.0,Symbolophorus californiensis,3.18
196910,1969-10-28T04:31:00Z,31.4,-122.01666,90.0,90.0,Vinciguerria lucetia,41.34
196912,1969-12-15T00:17:00Z,31.403334,-122.01666,90.0,90.0,Bathylagoides wesethi,28.7
196912,1969-12-15T00:17:00Z,31.403334,-122.01666,90.0,90.0,Ceratoscopelus townsendi,22.96
196912,1969-12-15T00:17:00Z,31.403334,-122.01666,90.0,90.0,Cyclothone,28.7
196912,1969-12-15T00:17:00Z,31.403334,-122.01666,90.0,90.0,Diaphus,2.87
196912,1969-12-15T00:17:00Z,31.403334,-122.01666,90.0,90.0,Diogenichthys atlanticus,63.14
196912,1969-12-15T00:17:00Z,31.403334,-122.01666,90.0,90.0,Gonostomatidae,14.35
196912,1969-12-15T00:17:00Z,31.403334,-122.01666,90.0,90.0,Idiacanthus antrostomus,14.35
196912,1969-12-15T00:17:00Z,31.403334,-122.01666,90.0,90.0,Lampanyctus ritteri,2.87
196912,1969-12-15T00:17:00Z,31.403334,-122.01666,90.0,90.0,Melamphaes,14.35
196912,1969-12-15T00:17:00Z,31.403334,-122.01666,90.0,90.0,Myctophum nitidulum,2.87
196912,1969-12-15T00:17:00Z,31.403334,-122.01666,90.0,90.0,Protomyctophum crockeri,2.87
196912,1969-12-15T00:17:00Z,31.403334,-122.01666,90.0,90.0,Scopelarchidae,2.87
196912,1969-12-15T00:17:00Z,31.403334,-122.01666,90.0,90.0,Scopeloberyx robustus,2.87
196912,1969-12-15T00:17:00Z,31.403334,-122.01666,90.0,90.0,Sternoptychidae,8.61
196912,1969-12-15T00:17:00Z,31.403334,-122.01666,90.0,90.0,Symbolophorus californiensis,11.48
