cruise,time,latitude,longitude,line,station,scientific_name,larvae_10m2
,UTC,degrees_north,degrees_east,,,,Larvae 10/M^2
195101,1951-01-17T10:51:00Z,31.351665,-121.72,90.0,90.0,Diogenichthys atlanticus,1.77
195101,1951-01-17T10:51:00Z,31.351665,-121.72,90.0,90.0,Lampanyctus,1.77
195102,1951-02-20T16:46:00Z,31.416666,-121.98333,90.0,90.0,Sebastes,1.86
195102,1951-02-20T16:46:00Z,31.416666,-121.98333,90.0,90.0,Symbolophorus californiensis,1.86
195103,1951-03-19T23:02:00Z,31.416666,-121.98333,90.0,90.0,Lampanyctus,2.07
195103,1951-03-19T23:02:00Z,31.416666,-121.98333,90.0,90.0,Melamphaes,8.28
195103,1951-03-19T23:02:00Z,31.416666,-121.98333,90.0,90.0,Merluccius productus,196.65
195103,1951-03-19T23:02:00Z,31.416666,-121.98333,90.0,90.0,Protomyctophum crockeri,4.14
195103,1951-03-19T23:02:00Z,31.416666,-121.98333,90.0,90.0,Trachurus symmetricus,217.35
195104,1951-04-16T10:00:00Z,31.4,-121.98333,90.0,90.0,Bathylagoides wesethi,2.64
195104,1951-04-16T10:00:00Z,31.4,-121.98333,90.0,90.0,Diogenichthys atlanticus,2.64
195104,1951-04-16T10:00:00Z,31.4,-121.98333,90.0,90.0,Icichthys lockingtoni,2.64
195104,1951-04-16T10:00:00Z,31.4,-121.98333,90.0,90.0,Lampanyctus,7.92
195104,1951-04-16T10:00:00Z,31.4,-121.98333,90.0,90.0,Leuroglossus stilbius,26.4
195104,1951-04-16T10:00:00Z,31.4,-121.98333,90.0,90.0,Lipolagus ochotensis,2.64
195104,1951-04-16T10:00:00Z,31.4,-121.98333,90.0,90.0,Merluccius productus,208.56
195104,1951-04-16T10:00:00Z,31.4,-121.98333,90.0,90.0,Sebastes,2.64
195104,1951-04-16T10:00:00Z,31.4,-121.98333,90.0,90.0,Sebastolobus,7.92
195104,1951-04-16T10:00:00Z,31.4,-121.98333,90.0,90.0,Stenobrachius leucopsarus,29.04
195104,1951-04-16T10:00:00Z,31.4,-121.98333,90.0,90.0,Trachurus symmetricus,7.92
195105,1951-05-14T02:46:00Z,31.425,-121.98333,90.0,90.0,Lampanyctus,7.16
195105,1951-05-14T02:46:00Z,31.425,-121.98333,90.0,90.0,Leuroglossus stilbius,5.37
195105,1951-05-14T02:46:00Z,31.425,-121.98333,90.0,90.0,Lipolagus ochotensis,7.16
195105,1951-05-14T02:46:00Z,31.425,-121.98333,90.0,90.0,Stenobrachius leucopsarus,12.53
195105,1951-05-14T02:46:00Z,31.425,-121.98333,90.0,90.0,Trachurus symmetricus,21.48
195105,1951-05-14T02:46:00Z,31.425,-121.98333,90.0,90.0,Triphoturus mexicanus,5.37
195106,1951-06-18T13:05:00Z,31.416666,-121.98333,90.0,90.0,Protomyctophum crockeri,1.95
195106,1951-06-18T13:05:00Z,31.416666,-121.98333,90.0,90.0,Vinciguerria lucetia,1.95
195107,1951-07-04T16:40:00Z,31.458332,-122.0,90.0,90.0,Bathylagoides wesethi,3.48
195107,1951-07-04T16:40:00Z,31.458332,-122.0,90.0,90.0,Idiacanthus antrostomus,1.74
195107,1951-07-04T16:40:00Z,31.458332,-122.0,90.0,90.0,Lampanyctus,1.74
195107,1951-07-04T16:40:00Z,31.458332,-122.0,90.0,90.0,Microstoma,1.74
195107,1951-07-04T16:40:00Z,31.458332,-122.0,90.0,90.0,Paralepididae,1.74
195107,1951-07-04T16:40:00Z,31.458332,-122.0,90.0,90.0,Symbolophorus californiensis,1.74
195107,1951-07-04T16:40:00Z,31.458332,-122.0,90.0,90.0,Triphoturus mexicanus,3.48
195108,1951-08-06T02:46:00Z,31.416666,-121.98333,90.0,90.0,Bathylagoides wesethi,5.68
195108,1951-08-06T02:46:00Z,31.416666,-121.98333,90.0,90.0,Ceratoscopelus townsendi,11.36
195108,1951-08-06T02:46:00Z,31.416666,-121.98333,90.0,90.0,Triphoturus mexicanus,5.68
195108,1951-08-06T02:46:00Z,31.416666,-121.98333,90.0,90.0,Vinciguerria lucetia,8.52
195201,1952-01-24T16:06:00Z,31.425,-121.96667,90.0,90.0,Ceratoscopelus townsendi,2.84
195201,1952-01-24T16:06:00Z,31.425,-121.96667,90.0,90.0,Vinciguerria lucetia,5.68
195202,1952-02-18T23:06:00Z,31.416666,-121.975,90.0,90.0,Icichthys lockingtoni,2.66
195202,1952-02-18T23:06:00Z,31.416666,-121.975,90.0,90.0,Merluccius productus,2.66
195202,1952-02-18T23:06:00Z,31.416666,-121.975,90.0,90.0,Myctophum nitidulum,2.66
195202,1952-02-18T23:06:00Z,31.416666,-121.975,90.0,90.0,Trachurus symmetricus,2.66
195203,1952-03-10T10:56:00Z,31.416666,-121.98333,90.0,90.0,Diogenichthys atlanticus,5.48
195203,1952-03-10T10:56:00Z,31.416666,-121.98333,90.0,90.0,Merluccius productus,1079.56
195203,1952-03-10T10:56:00Z,31.416666,-121.98333,90.0,90.0,Protomyctophum crockeri,16.44
195203,1952-03-10T10:56:00Z,31.416666,-121.98333,90.0,90.0,Trachurus symmetricus,186.32
195204,1952-04-03T19:36:00Z,31.416666,-121.98333,90.0,90.0,Aristostomias scintillans,2.5
195204,1952-04-03T19:36:00Z,31.416666,-121.98333,90.0,90.0,Bathylagoides wesethi,32.5
195204,1952-04-03T19:36:00Z,31.416666,-121.98333,90.0,90.0,Ceratoscopelus townsendi,2.5
195204,1952-04-03T19:36:00Z,31.416666,-121.98333,90.0,90.0,Cyclothone,10.0
195204,1952-04-03T19:36:00Z,31.416666,-121.98333,90.0,90.0,Diogenichthys atlanticus,2.5
195204,1952-04-03T19:36:00Z,31.416666,-121.98333,90.0,90.0,Lampanyctus,10.0
195204,1952-04-03T19:36:00Z,31.416666,-121.98333,90.0,90.0,Merluccius productus,1935.0
195204,1952-04-03T19:36:00Z,31.416666,-121.98333,90.0,90.0,Myctophidae,15.0
195204,1952-04-03T19:36:00Z,31.416666,-121.98333,90.0,90.0,Myctophum nitidulum,2.5
195204,1952-04-03T19:36:00Z,31.416666,-121.98333,90.0,90.0,Nansenia candida,12.5
195204,1952-04-03T19:36:00Z,31.416666,-121.98333,90.0,90.0,Paralepididae,10.0
195204,1952-04-03T19:36:00Z,31.416666,-121.98333,90.0,90.0,Symbolophorus californiensis,22.5
195204,1952-04-03T19:36:00Z,31.416666,-121.98333,90.0,90.0,Teleostei,12.5
195204,1952-04-03T19:36:00Z,31.416666,-121.98333,90.0,90.0,Trachurus symmetricus,177.5
195204,1952-04-03T19:36:00Z,31.416666,-121.98333,90.0,90.0,Vinciguerria lucetia,12.5
195205,1952-05-11T03:36:00Z,31.416666,-121.98333,90.0,90.0,Bathylagoides wesethi,71.01
195205,1952-05-11T03:36:00Z,31.416666,-121.98333,90.0,90.0,Ceratoscopelus townsendi,2.63
195205,1952-05-11T03:36:00Z,31.416666,-121.98333,90.0,90.0,Cyclothone,49.97
195205,1952-05-11T03:36:00Z,31.416666,-121.98333,90.0,90.0,Diogenichthys atlanticus,13.15
195205,1952-05-11T03:36:00Z,31.416666,-121.98333,90.0,90.0,Lampanyctus,15.78
195205,1952-05-11T03:36:00Z,31.416666,-121.98333,90.0,90.0,Melamphaes,5.26
195205,1952-05-11T03:36:00Z,31.416666,-121.98333,90.0,90.0,Merluccius productus,10.52
195205,1952-05-11T03:36:00Z,31.416666,-121.98333,90.0,90.0,Nansenia candida,2.63
195205,1952-05-11T03:36:00Z,31.416666,-121.98333,90.0,90.0,Paralepididae,2.63
195205,1952-05-11T03:36:00Z,31.416666,-121.98333,90.0,90.0,Protomyctophum crockeri,13.15
195205,1952-05-11T03:36:00Z,31.416666,-121.98333,90.0,90.0,Symbolophorus californiensis,28.93
195205,1952-05-11T03:36:00Z,31.416666,-121.98333,90.0,90.0,Trachurus symmetricus,120.98
195205,1952-05-11T03:36:00Z,31.416666,-121.98333,90.0,90.0,Trichiuridae,2.63
195205,1952-05-11T03:36:00Z,31.416666,-121.98333,90.0,90.0,Triphoturus mexicanus,2.63
195205,1952-05-11T03:36:00Z,31.416666,-121.98333,90.0,90.0,Vinciguerria lucetia,10.52
195206,1952-06-05T05:35:00Z,31.416666,-121.98333,90.0,90.0,Diaphus,8.58
195206,1952-06-05T05:35:00Z,31.416666,-121.98333,90.0,90.0,Diogenichthys atlanticus,5.72
195206,1952-06-05T05:35:00Z,31.416666,-121.98333,90.0,90.0,Lampanyctus,8.58
195206,1952-06-05T05:35:00Z,31.416666,-121.98333,90.0,90.0,Paralepididae,5.72
195206,1952-06-05T05:35:00Z,31.416666,-121.98333,90.0,90.0,Protomyctophum crockeri,5.72
195206,1952-06-05T05:35:00Z,31.416666,-121.98333,90.0,90.0,Tarletonbeania crenularis,2.86
195206,1952-06-05T05:35:00Z,31.416666,-121.98333,90.0,90.0,Trachurus symmetricus,5.72
195206,1952-06-05T05:35:00Z,31.416666,-121.98333,90.0,90.0,Triphoturus mexicanus,2.86
195207,1952-07-11T00:06:00Z,31.425,-121.99333,90.0,90.0,Diogenichthys atlanticus,2.95
195207,1952-07-11T00:06:00Z,31.425,-121.99333,90.0,90.0,Lampanyctus,5.9
195207,1952-07-11T00:06:00Z,31.425,-121.99333,90.0,90.0,Lipolagus ochotensis,2.95
195207,1952-07-11T00:06:00Z,31.425,-121.99333,90.0,90.0,Tarletonbeania crenularis,8.85
195207,1952-07-11T00:06:00Z,31.425,-121.99333,90.0,90.0,Trachipteridae,2.95
195207,1952-07-11T00:06:00Z,31.425,-121.99333,90.0,90.0,Trachurus symmetricus,2.95
195301,1953-01-15T15:14:00Z,31.416666,-121.98333,90.0,90.0,Idiacanthus antrostomus,2.54
195301,1953-01-15T15:14:00Z,31.416666,-121.98333,90.0,90.0,Protomyctophum crockeri,2.54
195301,1953-01-15T15:14:00Z,31.416666,-121.98333,90.0,90.0,Tetragonurus cuvieri,2.54
195301,1953-01-15T15:14:00Z,31.416666,-121.98333,90.0,90.0,Vinciguerria lucetia,2.54
195303,1953-03-12T20:56:00Z,31.416666,-121.98333,90.0,90.0,Diogenichthys atlanticus,6.32
195303,1953-03-12T20:56:00Z,31.416666,-121.98333,90.0,90.0,Lampanyctus,3.16
195303,1953-03-12T20:56:00Z,31.416666,-121.98333,90.0,90.0,Leuroglossus stilbius,3.16
195303,1953-03-12T20:56:00Z,31.416666,-121.98333,90.0,90.0,Merluccius productus,22.12
195303,1953-03-12T20:56:00Z,31.416666,-121.98333,90.0,90.0,Nansenia candida,3.16
195303,1953-03-12T20:56:00Z,31.416666,-121.98333,90.0,90.0,Poromitra,3.16
195303,1953-03-12T20:56:00Z,31.416666,-121.98333,90.0,90.0,Symbolophorus californiensis,6.32
195303,1953-03-12T20:56:00Z,31.416666,-121.98333,90.0,90.0,Trachurus symmetricus,91.64
195304,1953-04-09T21:56:00Z,31.366667,-122.09,90.0,90.0,Lipolagus ochotensis,5.66
195304,1953-04-09T21:56:00Z,31.366667,-122.09,90.0,90.0,Merluccius productus,5.66
195304,1953-04-09T21:56:00Z,31.366667,-122.09,90.0,90.0,Nansenia candida,2.83
195304,1953-04-09T21:56:00Z,31.366667,-122.09,90.0,90.0,Stenobrachius leucopsarus,8.49
195304,1953-04-09T21:56:00Z,31.366667,-122.09,90.0,90.0,Tarletonbeania crenularis,2.83
195305,1953-05-07T13:51:00Z,31.416666,-121.98333,90.0,90.0,Diaphus,2.46
195305,1953-05-07T13:51:00Z,31.416666,-121.98333,90.0,90.0,Diogenichthys atlanticus,2.46
195305,1953-05-07T13:51:00Z,31.416666,-121.98333,90.0,90.0,Symbolophorus californiensis,2.46
195305,1953-05-07T13:51:00Z,31.416666,-121.98333,90.0,90.0,Tarletonbeania crenularis,2.46
195305,1953-05-07T13:51:00Z,31.416666,-121.98333,90.0,90.0,Teleostei,2.46
195305,1953-05-07T13:51:00Z,31.416666,-121.98333,90.0,90.0,Trachurus symmetricus,2.46
195306,1953-06-07T23:01:00Z,31.416666,-121.98333,90.0,90.0,Bathylagoides wesethi,3.49
195306,1953-06-07T23:01:00Z,31.416666,-121.98333,90.0,90.0,Melamphaes,3.49
195306,1953-06-07T23:01:00Z,31.416666,-121.98333,90.0,90.0,Merluccius productus,17.45
195306,1953-06-07T23:01:00Z,31.416666,-121.98333,90.0,90.0,Symbolophorus californiensis,3.49
195306,1953-06-07T23:01:00Z,31.416666,-121.98333,90.0,90.0,Trachurus symmetricus,6.98
195306,1953-06-07T23:01:00Z,31.416666,-121.98333,90.0,90.0,Triphoturus mexicanus,3.49
195401,1954-01-12T22:36:00Z,31.391666,-122.0,90.0,90.0,Microstoma,1.79
195401,1954-01-12T22:36:00Z,31.391666,-122.0,90.0,90.0,Stenobrachius leucopsarus,1.79
195404,1954-04-18T20:14:00Z,31.388332,-122.0,90.0,90.0,Bathylagoides wesethi,11.4
195404,1954-04-18T20:14:00Z,31.388332,-122.0,90.0,90.0,Cyclothone,5.7
195404,1954-04-18T20:14:00Z,31.388332,-122.0,90.0,90.0,Lampanyctus ritteri,14.25
195404,1954-04-18T20:14:00Z,31.388332,-122.0,90.0,90.0,Melamphaes,5.7
195404,1954-04-18T20:14:00Z,31.388332,-122.0,90.0,90.0,Merluccius productus,34.2
195404,1954-04-18T20:14:00Z,31.388332,-122.0,90.0,90.0,Stenobrachius leucopsarus,8.55
195404,1954-04-18T20:14:00Z,31.388332,-122.0,90.0,90.0,Symbolophorus californiensis,2.85
195404,1954-04-18T20:14:00Z,31.388332,-122.0,90.0,90.0,Trachurus symmetricus,37.05
195404,1954-04-18T20:14:00Z,31.388332,-122.0,90.0,90.0,Triphoturus mexicanus,5.7
195405,1954-05-19T12:56:00Z,31.433332,-121.975,90.0,90.0,Bathylagoides wesethi,2.72
195405,1954-05-19T12:56:00Z,31.433332,-121.975,90.0,90.0,Chauliodus macouni,2.72
195405,1954-05-19T12:56:00Z,31.433332,-121.975,90.0,90.0,Lampanyctus regale,2.72
195405,1954-05-19T12:56:00Z,31.433332,-121.975,90.0,90.0,Lampanyctus ritteri,5.44
195405,1954-05-19T12:56:00Z,31.433332,-121.975,90.0,90.0,Melamphaes,8.16
195405,1954-05-19T12:56:00Z,31.433332,-121.975,90.0,90.0,Merluccius productus,21.76
195405,1954-05-19T12:56:00Z,31.433332,-121.975,90.0,90.0,Stenobrachius leucopsarus,8.16
195405,1954-05-19T12:56:00Z,31.433332,-121.975,90.0,90.0,Trachipteridae,2.72
195503,1955-03-12T20:44:00Z,31.416666,-121.98333,90.0,90.0,Citharichthys stigmaeus,3.07
195503,1955-03-12T20:44:00Z,31.416666,-121.98333,90.0,90.0,Icichthys lockingtoni,9.21
195503,1955-03-12T20:44:00Z,31.416666,-121.98333,90.0,90.0,Melamphaes,15.35
195503,1955-03-12T20:44:00Z,31.416666,-121.98333,90.0,90.0,Merluccius productus,9.21
195503,1955-03-12T20:44:00Z,31.416666,-121.98333,90.0,90.0,Paralepididae,3.07
195503,1955-03-12T20:44:00Z,31.416666,-121.98333,90.0,90.0,Tarletonbeania crenularis,6.14
195504,1955-04-13T23:11:00Z,31.416666,-121.975,90.0,90.0,Protomyctophum crockeri,10.68
195505,1955-05-29T18:46:00Z,31.416666,-121.98333,90.0,90.0,Bathylagoides wesethi,11.52
195505,1955-05-29T18:46:00Z,31.416666,-121.98333,90.0,90.0,Ceratoscopelus townsendi,2.88
195505,1955-05-29T18:46:00Z,31.416666,-121.98333,90.0,90.0,Diaphus,8.64
195505,1955-05-29T18:46:00Z,31.416666,-121.98333,90.0,90.0,Lampanyctus ritteri,2.88
195505,1955-05-29T18:46:00Z,31.416666,-121.98333,90.0,90.0,Melamphaes,2.88
195505,1955-05-29T18:46:00Z,31.416666,-121.98333,90.0,90.0,Symbolophorus californiensis,5.76
195505,1955-05-29T18:46:00Z,31.416666,-121.98333,90.0,90.0,Tetragonurus cuvieri,63.36
195505,1955-05-29T18:46:00Z,31.416666,-121.98333,90.0,90.0,Trachurus symmetricus,20.16
195507,1955-07-10T03:16:00Z,31.46,-121.89166,90.0,90.0,Bathylagoides wesethi,7.06
195507,1955-07-10T03:16:00Z,31.46,-121.89166,90.0,90.0,Cyclothone,14.12
195507,1955-07-10T03:16:00Z,31.46,-121.89166,90.0,90.0,Lampanyctus ritteri,21.18
195507,1955-07-10T03:16:00Z,31.46,-121.89166,90.0,90.0,Trachurus symmetricus,14.12
195510,1955-10-26T10:36:00Z,31.416666,-121.95,90.0,90.0,Bathylagoides wesethi,7.56
195510,1955-10-26T10:36:00Z,31.416666,-121.95,90.0,90.0,Cyclothone,2.52
195510,1955-10-26T10:36:00Z,31.416666,-121.95,90.0,90.0,Diaphus,2.52
195510,1955-10-26T10:36:00Z,31.416666,-121.95,90.0,90.0,Scopelogadus mizolepis bispinosus,2.52
195510,1955-10-26T10:36:00Z,31.416666,-121.95,90.0,90.0,Trachipteridae,5.04
195603,1956-03-13T10:21:00Z,31.416666,-121.98333,90.0,90.0,Cololabis saira,2.74
195603,1956-03-13T10:21:00Z,31.416666,-121.98333,90.0,90.0,Icichthys lockingtoni,5.48
195603,1956-03-13T10:21:00Z,31.416666,-121.98333,90.0,90.0,Icosteus aenigmaticus,2.74
195603,1956-03-13T10:21:00Z,31.416666,-121.98333,90.0,90.0,Lampanyctus ritteri,2.74
195603,1956-03-13T10:21:00Z,31.416666,-121.98333,90.0,90.0,Leuroglossus stilbius,27.4
195603,1956-03-13T10:21:00Z,31.416666,-121.98333,90.0,90.0,Lipolagus ochotensis,5.48
195603,1956-03-13T10:21:00Z,31.416666,-121.98333,90.0,90.0,Melamphaes,2.74
195603,1956-03-13T10:21:00Z,31.416666,-121.98333,90.0,90.0,Merluccius productus,128.78
195603,1956-03-13T10:21:00Z,31.416666,-121.98333,90.0,90.0,Sebastes,32.88
195603,1956-03-13T10:21:00Z,31.416666,-121.98333,90.0,90.0,Sebastes aurora,2.74
195603,1956-03-13T10:21:00Z,31.416666,-121.98333,90.0,90.0,Sebastes diploproa,5.48
195603,1956-03-13T10:21:00Z,31.416666,-121.98333,90.0,90.0,Sebastes jordani,8.22
195603,1956-03-13T10:21:00Z,31.416666,-121.98333,90.0,90.0,Sebastes paucispinis,5.48
195603,1956-03-13T10:21:00Z,31.416666,-121.98333,90.0,90.0,Stenobrachius leucopsarus,194.54
195603,1956-03-13T10:21:00Z,31.416666,-121.98333,90.0,90.0,Tarletonbeania crenularis,13.7
195604,1956-04-19T09:34:00Z,31.416666,-121.975,90.0,90.0,Leuroglossus stilbius,3.6
195604,1956-04-19T09:34:00Z,31.416666,-121.975,90.0,90.0,Lipolagus ochotensis,14.4
195604,1956-04-19T09:34:00Z,31.416666,-121.975,90.0,90.0,Melamphaes,3.6
195604,1956-04-19T09:34:00Z,31.416666,-121.975,90.0,90.0,Paralepididae,3.6
195604,1956-04-19T09:34:00Z,31.416666,-121.975,90.0,90.0,Poromitra,3.6
195604,1956-04-19T09:34:00Z,31.416666,-121.975,90.0,90.0,Protomyctophum crockeri,3.6
195604,1956-04-19T09:34:00Z,31.416666,-121.975,90.0,90.0,Stenobrachius leucopsarus,14.4
195604,1956-04-19T09:34:00Z,31.416666,-121.975,90.0,90.0,Symbolophorus californiensis,3.6
195604,1956-04-19T09:34:00Z,31.416666,-121.975,90.0,90.0,Tarletonbeania crenularis,7.2
195605,1956-05-11T06:28:00Z,31.416666,-121.98333,90.0,90.0,Leuroglossus stilbius,25.68
195605,1956-05-11T06:28:00Z,31.416666,-121.98333,90.0,90.0,Lipolagus ochotensis,6.42
195605,1956-05-11T06:28:00Z,31.416666,-121.98333,90.0,90.0,Melamphaes,6.42
195605,1956-05-11T06:28:00Z,31.416666,-121.98333,90.0,90.0,Microstoma,6.42
195605,1956-05-11T06:28:00Z,31.416666,-121.98333,90.0,90.0,Protomyctophum crockeri,19.26
195605,1956-05-11T06:28:00Z,31.416666,-121.98333,90.0,90.0,Tarletonbeania crenularis,6.42
195605,1956-05-11T06:28:00Z,31.416666,-121.98333,90.0,90.0,Teleostei,6.42
195606,1956-06-23T17:41:00Z,31.436666,-122.0,90.0,90.0,Chauliodus macouni,5.94
195606,1956-06-23T17:41:00Z,31.436666,-122.0,90.0,90.0,Icichthys lockingtoni,5.94
195606,1956-06-23T17:41:00Z,31.436666,-122.0,90.0,90.0,Lampanyctus ritteri,5.94
195606,1956-06-23T17:41:00Z,31.436666,-122.0,90.0,90.0,Myctophidae,17.82
195606,1956-06-23T17:41:00Z,31.436666,-122.0,90.0,90.0,Poromitra,5.94
195606,1956-06-23T17:41:00Z,31.436666,-122.0,90.0,90.0,Sebastes,5.94
195606,1956-06-23T17:41:00Z,31.436666,-122.0,90.0,90.0,Tarletonbeania crenularis,5.94
195606,1956-06-23T17:41:00Z,31.436666,-122.0,90.0,90.0,Teleostei,5.94
195606,1956-06-23T17:41:00Z,31.436666,-122.0,90.0,90.0,Trachurus symmetricus,17.82
195607,1956-07-08T22:41:00Z,31.416666,-121.98333,90.0,90.0,Lampanyctus,5.76
195607,1956-07-08T22:41:00Z,31.416666,-121.98333,90.0,90.0,Tetragonurus cuvieri,5.76
195610,1956-10-02T02:31:00Z,31.416666,-121.975,90.0,90.0,Protomyctophum crockeri,2.97
195610,1956-10-02T02:31:00Z,31.416666,-121.975,90.0,90.0,Trachipteridae,2.97
195612,1956-12-09T07:04:00Z,31.5,-121.85,90.0,90.0,Protomyctophum crockeri,6.56
195703,1957-03-12T20:46:00Z,31.416666,-121.98333,90.0,90.0,Bathylagoides wesethi,6.32
195703,1957-03-12T20:46:00Z,31.416666,-121.98333,90.0,90.0,Lampanyctus regale,3.16
195703,1957-03-12T20:46:00Z,31.416666,-121.98333,90.0,90.0,Lampanyctus ritteri,6.32
195703,1957-03-12T20:46:00Z,31.416666,-121.98333,90.0,90.0,Melamphaes,6.32
195703,1957-03-12T20:46:00Z,31.416666,-121.98333,90.0,90.0,Merluccius productus,976.44
195703,1957-03-12T20:46:00Z,31.416666,-121.98333,90.0,90.0,Protomyctophum crockeri,6.32
195703,1957-03-12T20:46:00Z,31.416666,-121.98333,90.0,90.0,Stenobrachius leucopsarus,12.64
195703,1957-03-12T20:46:00Z,31.416666,-121.98333,90.0,90.0,Tetragonurus cuvieri,6.32
195703,1957-03-12T20:46:00Z,31.416666,-121.98333,90.0,90.0,Trachurus symmetricus,246.48
195703,1957-03-12T20:46:00Z,31.416666,-121.98333,90.0,90.0,Triphoturus mexicanus,3.16
195704,1957-04-15T09:01:00Z,31.425,-122.05,90.0,90.0,Engraulis mordax,231.7
195704,1957-04-15T09:01:00Z,31.425,-122.05,90.0,90.0,Icichthys lockingtoni,13.24
195704,1957-04-15T09:01:00Z,31.425,-122.05,90.0,90.0,Leuroglossus stilbius,575.94
195704,1957-04-15T09:01:00Z,31.425,-122.05,90.0,90.0,Lipolagus ochotensis,6.62
195704,1957-04-15T09:01:00Z,31.425,-122.05,90.0,90.0,Melamphaes,6.62
195704,1957-04-15T09:01:00Z,31.425,-122.05,90.0,90.0,Merluccius productus,105.92
195704,1957-04-15T09:01:00Z,31.425,-122.05,90.0,90.0,Microstomus pacificus,6.62
195704,1957-04-15T09:01:00Z,31.425,-122.05,90.0,90.0,Sebastes,19.86
195704,1957-04-15T09:01:00Z,31.425,-122.05,90.0,90.0,Stenobrachius leucopsarus,105.92
195704,1957-04-15T09:01:00Z,31.425,-122.05,90.0,90.0,Teleostei,6.62
195705,1957-05-13T18:36:00Z,31.433332,-121.96667,90.0,90.0,Lampanyctus ritteri,3.02
195705,1957-05-13T18:36:00Z,31.433332,-121.96667,90.0,90.0,Leuroglossus stilbius,9.06
195705,1957-05-13T18:36:00Z,31.433332,-121.96667,90.0,90.0,Lipolagus ochotensis,6.04
195705,1957-05-13T18:36:00Z,31.433332,-121.96667,90.0,90.0,Merluccius productus,6.04
195705,1957-05-13T18:36:00Z,31.433332,-121.96667,90.0,90.0,Protomyctophum crockeri,3.02
195705,1957-05-13T18:36:00Z,31.433332,-121.96667,90.0,90.0,Sebastes,12.08
195705,1957-05-13T18:36:00Z,31.433332,-121.96667,90.0,90.0,Stenobrachius leucopsarus,6.04
195705,1957-05-13T18:36:00Z,31.433332,-121.96667,90.0,90.0,Trachurus symmetricus,24.16
195705,1957-05-13T18:36:00Z,31.433332,-121.96667,90.0,90.0,Triphoturus mexicanus,6.04
195706,1957-06-10T10:11:00Z,31.416666,-121.98333,90.0,90.0,Bathylagoides wesethi,6.7
195706,1957-06-10T10:11:00Z,31.416666,-121.98333,90.0,90.0,Engraulis mordax,10.05
195706,1957-06-10T10:11:00Z,31.416666,-121.98333,90.0,90.0,Lampanyctus regale,6.7
195706,1957-06-10T10:11:00Z,31.416666,-121.98333,90.0,90.0,Lampanyctus ritteri,3.35
195706,1957-06-10T10:11:00Z,31.416666,-121.98333,90.0,90.0,Leuroglossus stilbius,3.35
195706,1957-06-10T10:11:00Z,31.416666,-121.98333,90.0,90.0,Melamphaes,6.7
195706,1957-06-10T10:11:00Z,31.416666,-121.98333,90.0,90.0,Microstomus pacificus,3.35
195706,1957-06-10T10:11:00Z,31.416666,-121.98333,90.0,90.0,Sebastes,3.35
195706,1957-06-10T10:11:00Z,31.416666,-121.98333,90.0,90.0,Stenobrachius leucopsarus,26.8
195706,1957-06-10T10:11:00Z,31.416666,-121.98333,90.0,90.0,Symbolophorus californiensis,10.05
195706,1957-06-10T10:11:00Z,31.416666,-121.98333,90.0,90.0,Trachurus symmetricus,23.45
195707,1957-07-13T13:11:00Z,31.376665,-122.03833,90.0,90.0,Bathylagoides wesethi,26.4
195707,1957-07-13T13:11:00Z,31.376665,-122.03833,90.0,90.0,Ceratoscopelus townsendi,5.28
195707,1957-07-13T13:11:00Z,31.376665,-122.03833,90.0,90.0,Cyclothone,5.28
195707,1957-07-13T13:11:00Z,31.376665,-122.03833,90.0,90.0,Lampanyctus regale,5.28
195707,1957-07-13T13:11:00Z,31.376665,-122.03833,90.0,90.0,Lampanyctus ritteri,5.28
195707,1957-07-13T13:11:00Z,31.376665,-122.03833,90.0,90.0,Melamphaes,5.28
195707,1957-07-13T13:11:00Z,31.376665,-122.03833,90.0,90.0,Tactostoma macropus,5.28
195707,1957-07-13T13:11:00Z,31.376665,-122.03833,90.0,90.0,Trachurus symmetricus,63.36
195707,1957-07-13T13:11:00Z,31.376665,-122.03833,90.0,90.0,Triphoturus mexicanus,31.68
195707,1957-07-13T13:11:00Z,31.376665,-122.03833,90.0,90.0,Vinciguerria lucetia,42.24
195710,1957-10-28T15:26:00Z,31.35,-121.941666,90.0,90.0,Vinciguerria lucetia,3.11
195712,1957-12-17T00:36:00Z,31.375,-121.933334,90.0,90.0,Bathylagoides wesethi,9.81
195712,1957-12-17T00:36:00Z,31.375,-121.933334,90.0,90.0,Ceratoscopelus townsendi,3.27
195712,1957-12-17T00:36:00Z,31.375,-121.933334,90.0,90.0,Cyclothone,3.27
195712,1957-12-17T00:36:00Z,31.375,-121.933334,90.0,90.0,Diogenichthys atlanticus,3.27
195712,1957-12-17T00:36:00Z,31.375,-121.933334,90.0,90.0,Idiacanthus antrostomus,3.27
195712,1957-12-17T00:36:00Z,31.375,-121.933334,90.0,90.0,Melamphaes,6.54
195712,1957-12-17T00:36:00Z,31.375,-121.933334,90.0,90.0,Microstoma,3.27
195712,1957-12-17T00:36:00Z,31.375,-121.933334,90.0,90.0,Sebastes diploproa,3.27
195712,1957-12-17T00:36:00Z,31.375,-121.933334,90.0,90.0,Symbolophorus californiensis,3.27
195712,1957-12-17T00:36:00Z,31.375,-121.933334,90.0,90.0,Tetragonurus cuvieri,3.27
195801,1958-02-02T10:06:00Z,31.416666,-121.98333,90.0,90.0,Lampanyctus ritteri,6.22
195801,1958-02-02T10:06:00Z,31.416666,-121.98333,90.0,90.0,Trachurus symmetricus,6.22
